t=0, n=33, r=0, m=1, rp=0 ---------> -6.59623e-05
t=1, n=33, r=0, m=1, rp=0 ---------> -0.00015757
t=0, n=34, r=0, m=1, rp=0 ---------> -0.000135983
t=1, n=34, r=0, m=1, rp=0 ---------> -0.000332678
t=0, n=35, r=0, m=1, rp=0 ---------> -1.88958e-05
t=1, n=35, r=0, m=1, rp=0 ---------> -0.000118524
t=0, n=36, r=0, m=1, rp=0 ---------> 6.15646e-05
t=1, n=36, r=0, m=1, rp=0 ---------> -4.01491e-05
t=0, n=37, r=0, m=1, rp=0 ---------> 3.44322e-05
t=1, n=37, r=0, m=1, rp=0 ---------> -0.000183701
t=0, n=38, r=0, m=1, rp=0 ---------> -7.7236e-05
t=1, n=38, r=0, m=1, rp=0 ---------> -0.000134376
t=0, n=39, r=0, m=1, rp=0 ---------> -0.000111472
t=1, n=39, r=0, m=1, rp=0 ---------> -9.12861e-05
t=0, n=40, r=0, m=1, rp=0 ---------> -4.13521e-05
t=1, n=40, r=0, m=1, rp=0 ---------> -0.000132685
t=0, n=41, r=0, m=1, rp=0 ---------> 4.60155e-05
t=1, n=41, r=0, m=1, rp=0 ---------> -5.37839e-08
t=0, n=42, r=0, m=1, rp=0 ---------> 1.98509e-05
t=1, n=42, r=0, m=1, rp=0 ---------> -0.000201475
t=0, n=43, r=0, m=1, rp=0 ---------> 2.20134e-05
t=1, n=43, r=0, m=1, rp=0 ---------> -0.000138081
t=0, n=44, r=0, m=1, rp=0 ---------> -1.48918e-06
t=1, n=44, r=0, m=1, rp=0 ---------> 5.0012e-06
t=0, n=0, r=1, m=1, rp=0 ---------> -0.00250309
t=1, n=0, r=1, m=1, rp=0 ---------> 0.000730072
t=0, n=1, r=1, m=1, rp=0 ---------> 0.000805952
t=1, n=1, r=1, m=1, rp=0 ---------> 0.00159168
t=0, n=2, r=1, m=1, rp=0 ---------> -0.00106698
t=1, n=2, r=1, m=1, rp=0 ---------> 0.00114226
t=0, n=3, r=1, m=1, rp=0 ---------> -0.000274676
t=1, n=3, r=1, m=1, rp=0 ---------> 0.00171593
t=0, n=4, r=1, m=1, rp=0 ---------> -0.00164588
t=1, n=4, r=1, m=1, rp=0 ---------> 0.00119451
t=0, n=5, r=1, m=1, rp=0 ---------> -0.0030585
t=1, n=5, r=1, m=1, rp=0 ---------> 0.001175
t=0, n=6, r=1, m=1, rp=0 ---------> 0.000897797
t=1, n=6, r=1, m=1, rp=0 ---------> 0.000949929
t=0, n=7, r=1, m=1, rp=0 ---------> 0.000220382
t=1, n=7, r=1, m=1, rp=0 ---------> 0.000421508
t=0, n=8, r=1, m=1, rp=0 ---------> -0.00064372
t=1, n=8, r=1, m=1, rp=0 ---------> 0.00153472
t=0, n=9, r=1, m=1, rp=0 ---------> -0.000544202
t=1, n=9, r=1, m=1, rp=0 ---------> 0.000804233
t=0, n=10, r=1, m=1, rp=0 ---------> -0.000907219
t=1, n=10, r=1, m=1, rp=0 ---------> 0.000650497
t=0, n=11, r=1, m=1, rp=0 ---------> -0.00272983
t=1, n=11, r=1, m=1, rp=0 ---------> 0.000102647
t=0, n=12, r=1, m=1, rp=0 ---------> -0.000459323
t=1, n=12, r=1, m=1, rp=0 ---------> 0.00109444
t=0, n=13, r=1, m=1, rp=0 ---------> 0.00104339
t=1, n=13, r=1, m=1, rp=0 ---------> 0.000422491
t=0, n=14, r=1, m=1, rp=0 ---------> -0.00133236
t=1, n=14, r=1, m=1, rp=0 ---------> 0.00042463
t=0, n=15, r=1, m=1, rp=0 ---------> -0.00409434
t=1, n=15, r=1, m=1, rp=0 ---------> 0.00100251
t=0, n=16, r=1, m=1, rp=0 ---------> -0.00182065
t=1, n=16, r=1, m=1, rp=0 ---------> 0.00102618
t=0, n=17, r=1, m=1, rp=0 ---------> 0.00024909
t=1, n=17, r=1, m=1, rp=0 ---------> 0.00152668
t=0, n=18, r=1, m=1, rp=0 ---------> -0.00142434
t=1, n=18, r=1, m=1, rp=0 ---------> 0.000243627
t=0, n=19, r=1, m=1, rp=0 ---------> -0.00217625
t=1, n=19, r=1, m=1, rp=0 ---------> -0.000676045
t=0, n=20, r=1, m=1, rp=0 ---------> -0.00193559
t=1, n=20, r=1, m=1, rp=0 ---------> 0.000870949
t=0, n=21, r=1, m=1, rp=0 ---------> -0.00174371
t=1, n=21, r=1, m=1, rp=0 ---------> 0.000759041
t=0, n=22, r=1, m=1, rp=0 ---------> -0.00316353
t=1, n=22, r=1, m=1, rp=0 ---------> 0.0010448
t=0, n=23, r=1, m=1, rp=0 ---------> 0.000182837
t=1, n=23, r=1, m=1, rp=0 ---------> 0.00133591
t=0, n=24, r=1, m=1, rp=0 ---------> -0.00366298
t=1, n=24, r=1, m=1, rp=0 ---------> 0.00179358
t=0, n=25, r=1, m=1, rp=0 ---------> -0.00168865
t=1, n=25, r=1, m=1, rp=0 ---------> 0.00157577
t=0, n=26, r=1, m=1, rp=0 ---------> -0.00197992
t=1, n=26, r=1, m=1, rp=0 ---------> 0.00018892
t=0, n=27, r=1, m=1, rp=0 ---------> -0.000443804
t=1, n=27, r=1, m=1, rp=0 ---------> 0.00115484
t=0, n=28, r=1, m=1, rp=0 ---------> -0.00103361
t=1, n=28, r=1, m=1, rp=0 ---------> 0.000982022
t=0, n=29, r=1, m=1, rp=0 ---------> -0.00194049
t=1, n=29, r=1, m=1, rp=0 ---------> 0.0014801
t=0, n=30, r=1, m=1, rp=0 ---------> -0.00150504
t=1, n=30, r=1, m=1, rp=0 ---------> 0.000938265
t=0, n=31, r=1, m=1, rp=0 ---------> -0.003245
t=1, n=31, r=1, m=1, rp=0 ---------> -0.000235486
t=0, n=32, r=1, m=1, rp=0 ---------> -0.00322011
t=1, n=32, r=1, m=1, rp=0 ---------> 0.000168222
t=0, n=33, r=1, m=1, rp=0 ---------> -0.000336468
t=1, n=33, r=1, m=1, rp=0 ---------> 0.000413564
t=0, n=34, r=1, m=1, rp=0 ---------> -0.000238379
t=1, n=34, r=1, m=1, rp=0 ---------> 0.00084334
t=0, n=35, r=1, m=1, rp=0 ---------> -4.59054e-05
t=1, n=35, r=1, m=1, rp=0 ---------> 0.000396115
t=0, n=36, r=1, m=1, rp=0 ---------> -0.000761362
t=1, n=36, r=1, m=1, rp=0 ---------> 4.4784e-05
t=0, n=37, r=1, m=1, rp=0 ---------> -0.00301137
t=1, n=37, r=1, m=1, rp=0 ---------> -0.000290907
t=0, n=38, r=1, m=1, rp=0 ---------> -0.000626735
t=1, n=38, r=1, m=1, rp=0 ---------> 0.000546697
t=0, n=39, r=1, m=1, rp=0 ---------> -0.00125502
t=1, n=39, r=1, m=1, rp=0 ---------> 0.000855157
t=0, n=40, r=1, m=1, rp=0 ---------> -0.00112767
t=1, n=40, r=1, m=1, rp=0 ---------> 0.000417846
t=0, n=41, r=1, m=1, rp=0 ---------> -0.000532663
t=1, n=41, r=1, m=1, rp=0 ---------> 0.000928347
t=0, n=42, r=1, m=1, rp=0 ---------> -0.00122264
t=1, n=42, r=1, m=1, rp=0 ---------> 0.001262
t=0, n=43, r=1, m=1, rp=0 ---------> 4.60737e-05
t=1, n=43, r=1, m=1, rp=0 ---------> 0.000324657
t=0, n=44, r=1, m=1, rp=0 ---------> 0.000278906
t=1, n=44, r=1, m=1, rp=0 ---------> -2.55182e-07
t=0, n=0, r=2, m=1, rp=0 ---------> 0.000331972
t=1, n=0, r=2, m=1, rp=0 ---------> -7.25251e-05
t=0, n=1, r=2, m=1, rp=0 ---------> 0.000399209
t=1, n=1, r=2, m=1, rp=0 ---------> 7.87203e-05
t=0, n=2, r=2, m=1, rp=0 ---------> 0.000315296
t=1, n=2, r=2, m=1, rp=0 ---------> 0.000123442
t=0, n=3, r=2, m=1, rp=0 ---------> 0.000413474
t=1, n=3, r=2, m=1, rp=0 ---------> 3.89675e-05
t=0, n=4, r=2, m=1, rp=0 ---------> 0.000400314
t=1, n=4, r=2, m=1, rp=0 ---------> -8.56286e-05
t=0, n=5, r=2, m=1, rp=0 ---------> 0.000231242
t=1, n=5, r=2, m=1, rp=0 ---------> -1.24299e-05
t=0, n=6, r=2, m=1, rp=0 ---------> 0.000296406
t=1, n=6, r=2, m=1, rp=0 ---------> 4.57948e-05
t=0, n=7, r=2, m=1, rp=0 ---------> 0.000226826
t=1, n=7, r=2, m=1, rp=0 ---------> -7.27214e-05
t=0, n=8, r=2, m=1, rp=0 ---------> 0.000399376
t=1, n=8, r=2, m=1, rp=0 ---------> 6.89658e-05
t=0, n=9, r=2, m=1, rp=0 ---------> 0.000308102
t=1, n=9, r=2, m=1, rp=0 ---------> 7.02299e-05
t=0, n=10, r=2, m=1, rp=0 ---------> 0.00018182
t=1, n=10, r=2, m=1, rp=0 ---------> 2.81536e-05
t=0, n=11, r=2, m=1, rp=0 ---------> 0.000168152
t=1, n=11, r=2, m=1, rp=0 ---------> 9.5393e-06
t=0, n=12, r=2, m=1, rp=0 ---------> 0.000256927
t=1, n=12, r=2, m=1, rp=0 ---------> 4.73051e-05
t=0, n=13, r=2, m=1, rp=0 ---------> 0.000251125
t=1, n=13, r=2, m=1, rp=0 ---------> 5.0307e-05
t=0, n=14, r=2, m=1, rp=0 ---------> 0.000286161
t=1, n=14, r=2, m=1, rp=0 ---------> 7.18825e-05
t=0, n=15, r=2, m=1, rp=0 ---------> 0.000389672
t=1, n=15, r=2, m=1, rp=0 ---------> -1.92458e-06
t=0, n=16, r=2, m=1, rp=0 ---------> 0.000162318
t=1, n=16, r=2, m=1, rp=0 ---------> 2.78084e-05
t=0, n=17, r=2, m=1, rp=0 ---------> 0.000306809
t=1, n=17, r=2, m=1, rp=0 ---------> 8.11005e-05
t=0, n=18, r=2, m=1, rp=0 ---------> 0.000165158
t=1, n=18, r=2, m=1, rp=0 ---------> -5.57022e-05
t=0, n=19, r=2, m=1, rp=0 ---------> 8.93418e-06
t=1, n=19, r=2, m=1, rp=0 ---------> -0.000119572
t=0, n=20, r=2, m=1, rp=0 ---------> 0.000219382
t=1, n=20, r=2, m=1, rp=0 ---------> -4.09551e-05
t=0, n=21, r=2, m=1, rp=0 ---------> 9.48943e-05
t=1, n=21, r=2, m=1, rp=0 ---------> -5.39846e-05
t=0, n=22, r=2, m=1, rp=0 ---------> 0.000402923
t=1, n=22, r=2, m=1, rp=0 ---------> -0.000146227
t=0, n=23, r=2, m=1, rp=0 ---------> 0.000249513
t=1, n=23, r=2, m=1, rp=0 ---------> -1.56229e-05
t=0, n=24, r=2, m=1, rp=0 ---------> 0.000495958
t=1, n=24, r=2, m=1, rp=0 ---------> -7.7998e-05
t=0, n=25, r=2, m=1, rp=0 ---------> 0.000341029
t=1, n=25, r=2, m=1, rp=0 ---------> 4.20474e-05
t=0, n=26, r=2, m=1, rp=0 ---------> 8.67944e-05
t=1, n=26, r=2, m=1, rp=0 ---------> -1.49917e-05
t=0, n=27, r=2, m=1, rp=0 ---------> 0.00031857
t=1, n=27, r=2, m=1, rp=0 ---------> 3.10838e-05
t=0, n=28, r=2, m=1, rp=0 ---------> 0.000227129
t=1, n=28, r=2, m=1, rp=0 ---------> 1.2259e-05
t=0, n=29, r=2, m=1, rp=0 ---------> 0.000373656
t=1, n=29, r=2, m=1, rp=0 ---------> -4.21542e-05
t=0, n=30, r=2, m=1, rp=0 ---------> 0.00027992
t=1, n=30, r=2, m=1, rp=0 ---------> 3.10596e-07
t=0, n=31, r=2, m=1, rp=0 ---------> 0.000139149
t=1, n=31, r=2, m=1, rp=0 ---------> -2.9034e-05
t=0, n=32, r=2, m=1, rp=0 ---------> 0.000316845
t=1, n=32, r=2, m=1, rp=0 ---------> -7.67694e-05
t=0, n=33, r=2, m=1, rp=0 ---------> 8.98191e-05
t=1, n=33, r=2, m=1, rp=0 ---------> 6.56592e-05
t=0, n=34, r=2, m=1, rp=0 ---------> 0.000261034
t=1, n=34, r=2, m=1, rp=0 ---------> -6.11746e-05
t=0, n=35, r=2, m=1, rp=0 ---------> 0.000137107
t=1, n=35, r=2, m=1, rp=0 ---------> 5.02169e-06
t=0, n=36, r=2, m=1, rp=0 ---------> 0.000151433
t=1, n=36, r=2, m=1, rp=0 ---------> -0.000110889
t=0, n=37, r=2, m=1, rp=0 ---------> 0.000215952
t=1, n=37, r=2, m=1, rp=0 ---------> 4.00087e-05
t=0, n=38, r=2, m=1, rp=0 ---------> 0.000379774
t=1, n=38, r=2, m=1, rp=0 ---------> -2.17431e-05
t=0, n=39, r=2, m=1, rp=0 ---------> 0.000441562
t=1, n=39, r=2, m=1, rp=0 ---------> 1.09838e-05
t=0, n=40, r=2, m=1, rp=0 ---------> 0.00020984
t=1, n=40, r=2, m=1, rp=0 ---------> -2.6176e-05
t=0, n=41, r=2, m=1, rp=0 ---------> 0.0002207
t=1, n=41, r=2, m=1, rp=0 ---------> -4.56034e-05
t=0, n=42, r=2, m=1, rp=0 ---------> 0.000293819
t=1, n=42, r=2, m=1, rp=0 ---------> -2.41736e-05
t=0, n=43, r=2, m=1, rp=0 ---------> 6.71998e-05
t=1, n=43, r=2, m=1, rp=0 ---------> -2.52654e-05
t=0, n=44, r=2, m=1, rp=0 ---------> -1.48918e-06
t=1, n=44, r=2, m=1, rp=0 ---------> 5.0012e-06
t=0, n=0, r=3, m=1, rp=0 ---------> 0.00127534
t=1, n=0, r=3, m=1, rp=0 ---------> -0.000188762
t=0, n=1, r=3, m=1, rp=0 ---------> 0.000725536
t=1, n=1, r=3, m=1, rp=0 ---------> 0.000841222
t=0, n=2, r=3, m=1, rp=0 ---------> 0.000589964
t=1, n=2, r=3, m=1, rp=0 ---------> 0.00103164
t=0, n=3, r=3, m=1, rp=0 ---------> 0.00146837
t=1, n=3, r=3, m=1, rp=0 ---------> 0.000925528
t=0, n=4, r=3, m=1, rp=0 ---------> 0.000766448
t=1, n=4, r=3, m=1, rp=0 ---------> 0.000359495
t=0, n=5, r=3, m=1, rp=0 ---------> 0.000546759
t=1, n=5, r=3, m=1, rp=0 ---------> 1.19759e-05
t=0, n=6, r=3, m=1, rp=0 ---------> 0.00136024
t=1, n=6, r=3, m=1, rp=0 ---------> 0.000154331
t=0, n=7, r=3, m=1, rp=0 ---------> 0.000371878
t=1, n=7, r=3, m=1, rp=0 ---------> 9.66974e-05
t=0, n=8, r=3, m=1, rp=0 ---------> 0.00144427
t=1, n=8, r=3, m=1, rp=0 ---------> 0.00116796
t=0, n=9, r=3, m=1, rp=0 ---------> 0.00113017
t=1, n=9, r=3, m=1, rp=0 ---------> 0.000761403
t=0, n=10, r=3, m=1, rp=0 ---------> 0.000350195
t=1, n=10, r=3, m=1, rp=0 ---------> 3.48504e-05
t=0, n=11, r=3, m=1, rp=0 ---------> 0.000270404
t=1, n=11, r=3, m=1, rp=0 ---------> -0.000130087
t=0, n=12, r=3, m=1, rp=0 ---------> 0.00100008
t=1, n=12, r=3, m=1, rp=0 ---------> 0.00019298
t=0, n=13, r=3, m=1, rp=0 ---------> 0.000452945
t=1, n=13, r=3, m=1, rp=0 ---------> 0.00035286
t=0, n=14, r=3, m=1, rp=0 ---------> 0.000552337
t=1, n=14, r=3, m=1, rp=0 ---------> 0.00159635
t=0, n=15, r=3, m=1, rp=0 ---------> 0.00149623
t=1, n=15, r=3, m=1, rp=0 ---------> 8.61409e-05
t=0, n=16, r=3, m=1, rp=0 ---------> 0.00129335
t=1, n=16, r=3, m=1, rp=0 ---------> -0.000105538
t=0, n=17, r=3, m=1, rp=0 ---------> 0.000783738
t=1, n=17, r=3, m=1, rp=0 ---------> 0.00113731
t=0, n=18, r=3, m=1, rp=0 ---------> 0.000506762
t=1, n=18, r=3, m=1, rp=0 ---------> -0.000144685
t=0, n=19, r=3, m=1, rp=0 ---------> -8.86219e-05
t=1, n=19, r=3, m=1, rp=0 ---------> -0.000554431
t=0, n=20, r=3, m=1, rp=0 ---------> 0.000604174
t=1, n=20, r=3, m=1, rp=0 ---------> 0.000212652
t=0, n=21, r=3, m=1, rp=0 ---------> 0.000102127
t=1, n=21, r=3, m=1, rp=0 ---------> 0.000312872
t=0, n=22, r=3, m=1, rp=0 ---------> 0.000941501
t=1, n=22, r=3, m=1, rp=0 ---------> 0.000174078
t=0, n=23, r=3, m=1, rp=0 ---------> 0.000504855
t=1, n=23, r=3, m=1, rp=0 ---------> 0.00166439
t=0, n=24, r=3, m=1, rp=0 ---------> 0.0020057
t=1, n=24, r=3, m=1, rp=0 ---------> 0.00050568
t=0, n=25, r=3, m=1, rp=0 ---------> 0.0016661
t=1, n=25, r=3, m=1, rp=0 ---------> 0.00074183
t=0, n=26, r=3, m=1, rp=0 ---------> -0.000105975
t=1, n=26, r=3, m=1, rp=0 ---------> -5.90808e-05
t=0, n=27, r=3, m=1, rp=0 ---------> 0.00143828
t=1, n=27, r=3, m=1, rp=0 ---------> 0.000888537
t=0, n=28, r=3, m=1, rp=0 ---------> 0.00137783
t=1, n=28, r=3, m=1, rp=0 ---------> -0.000477155
t=0, n=29, r=3, m=1, rp=0 ---------> 0.000872412
t=1, n=29, r=3, m=1, rp=0 ---------> 0.00111434
t=0, n=30, r=3, m=1, rp=0 ---------> 0.0013906
t=1, n=30, r=3, m=1, rp=0 ---------> 0.00068254
t=0, n=31, r=3, m=1, rp=0 ---------> 0.000317204
t=1, n=31, r=3, m=1, rp=0 ---------> 0.000435852
t=0, n=32, r=3, m=1, rp=0 ---------> 0.000999025
t=1, n=32, r=3, m=1, rp=0 ---------> 5.35835e-05
t=0, n=33, r=3, m=1, rp=0 ---------> -1.0622e-05
t=1, n=33, r=3, m=1, rp=0 ---------> 0.00053101
t=0, n=34, r=3, m=1, rp=0 ---------> 0.000816609
t=1, n=34, r=3, m=1, rp=0 ---------> 0.000969841
t=0, n=35, r=3, m=1, rp=0 ---------> 0.000359356
t=1, n=35, r=3, m=1, rp=0 ---------> 0.000514754
t=0, n=36, r=3, m=1, rp=0 ---------> 0.000319656
t=1, n=36, r=3, m=1, rp=0 ---------> -0.000264081
t=0, n=37, r=3, m=1, rp=0 ---------> 0.000152711
t=1, n=37, r=3, m=1, rp=0 ---------> 0.000493094
t=0, n=38, r=3, m=1, rp=0 ---------> 0.000957255
t=1, n=38, r=3, m=1, rp=0 ---------> -0.000267537
t=0, n=39, r=3, m=1, rp=0 ---------> 0.000736804
t=1, n=39, r=3, m=1, rp=0 ---------> 0.000590257
t=0, n=40, r=3, m=1, rp=0 ---------> 0.00082375
t=1, n=40, r=3, m=1, rp=0 ---------> 0.000234597
t=0, n=41, r=3, m=1, rp=0 ---------> 0.0014074
t=1, n=41, r=3, m=1, rp=0 ---------> -6.91632e-05
t=0, n=42, r=3, m=1, rp=0 ---------> 0.00130645
t=1, n=42, r=3, m=1, rp=0 ---------> 0.000498854
t=0, n=43, r=3, m=1, rp=0 ---------> 0.000745819
t=1, n=43, r=3, m=1, rp=0 ---------> 4.94132e-05
t=0, n=44, r=3, m=1, rp=0 ---------> -0.000546694
t=1, n=44, r=3, m=1, rp=0 ---------> 0.000130275
t=0, n=0, r=0, m=2, rp=0 ---------> 0.000115684
t=1, n=0, r=0, m=2, rp=0 ---------> 4.63143e-05
t=0, n=1, r=0, m=2, rp=0 ---------> 9.99825e-05
t=1, n=1, r=0, m=2, rp=0 ---------> -4.18132e-05
t=0, n=2, r=0, m=2, rp=0 ---------> 0.00013237
t=1, n=2, r=0, m=2, rp=0 ---------> -3.73403e-05
t=0, n=3, r=0, m=2, rp=0 ---------> 2.77594e-05
t=1, n=3, r=0, m=2, rp=0 ---------> 3.1508e-05
t=0, n=4, r=0, m=2, rp=0 ---------> -4.17451e-06
t=1, n=4, r=0, m=2, rp=0 ---------> 1.68539e-05
t=0, n=5, r=0, m=2, rp=0 ---------> 2.062e-05
t=1, n=5, r=0, m=2, rp=0 ---------> -6.13701e-05
t=0, n=6, r=0, m=2, rp=0 ---------> -7.95932e-06
t=1, n=6, r=0, m=2, rp=0 ---------> 5.45661e-05
t=0, n=7, r=0, m=2, rp=0 ---------> 9.20879e-05
t=1, n=7, r=0, m=2, rp=0 ---------> 0.000117237
t=0, n=8, r=0, m=2, rp=0 ---------> 2.62173e-05
t=1, n=8, r=0, m=2, rp=0 ---------> 1.8178e-05
t=0, n=9, r=0, m=2, rp=0 ---------> 0.000229742
t=1, n=9, r=0, m=2, rp=0 ---------> -3.08957e-05
t=0, n=10, r=0, m=2, rp=0 ---------> 2.63436e-06
t=1, n=10, r=0, m=2, rp=0 ---------> -5.07524e-06
t=0, n=11, r=0, m=2, rp=0 ---------> 3.9063e-05
t=1, n=11, r=0, m=2, rp=0 ---------> -0.000128858
t=0, n=12, r=0, m=2, rp=0 ---------> -5.66255e-05
t=1, n=12, r=0, m=2, rp=0 ---------> -3.23218e-05
t=0, n=13, r=0, m=2, rp=0 ---------> 5.50731e-05
t=1, n=13, r=0, m=2, rp=0 ---------> 4.55634e-05
t=0, n=14, r=0, m=2, rp=0 ---------> 0.000130972
t=1, n=14, r=0, m=2, rp=0 ---------> -9.39022e-05
t=0, n=15, r=0, m=2, rp=0 ---------> -1.70703e-05
t=1, n=15, r=0, m=2, rp=0 ---------> 4.8038e-05
t=0, n=16, r=0, m=2, rp=0 ---------> -0.00013168
t=1, n=16, r=0, m=2, rp=0 ---------> -2.14502e-05
t=0, n=17, r=0, m=2, rp=0 ---------> 0.000124737
t=1, n=17, r=0, m=2, rp=0 ---------> -0.000199151
t=0, n=18, r=0, m=2, rp=0 ---------> 4.9509e-05
t=1, n=18, r=0, m=2, rp=0 ---------> -6.14118e-05
t=0, n=19, r=0, m=2, rp=0 ---------> 8.5244e-05
t=1, n=19, r=0, m=2, rp=0 ---------> 7.14916e-05
t=0, n=20, r=0, m=2, rp=0 ---------> 2.13166e-05
t=1, n=20, r=0, m=2, rp=0 ---------> 2.85496e-05
t=0, n=21, r=0, m=2, rp=0 ---------> 2.49217e-05
t=1, n=21, r=0, m=2, rp=0 ---------> -2.81098e-05
t=0, n=22, r=0, m=2, rp=0 ---------> 9.20641e-05
t=1, n=22, r=0, m=2, rp=0 ---------> 7.06742e-05
t=0, n=23, r=0, m=2, rp=0 ---------> 0.000117586
t=1, n=23, r=0, m=2, rp=0 ---------> -5.69328e-05
t=0, n=24, r=0, m=2, rp=0 ---------> 7.7321e-06
t=1, n=24, r=0, m=2, rp=0 ---------> 4.61071e-05
t=0, n=25, r=0, m=2, rp=0 ---------> 2.57264e-05
t=1, n=25, r=0, m=2, rp=0 ---------> 6.83707e-06
t=0, n=26, r=0, m=2, rp=0 ---------> 7.9494e-05
t=1, n=26, r=0, m=2, rp=0 ---------> -9.83641e-05
t=0, n=27, r=0, m=2, rp=0 ---------> 2.21156e-05
t=1, n=27, r=0, m=2, rp=0 ---------> 8.71611e-05
t=0, n=28, r=0, m=2, rp=0 ---------> -2.94466e-05
t=1, n=28, r=0, m=2, rp=0 ---------> -7.93242e-06
t=0, n=29, r=0, m=2, rp=0 ---------> -1.79099e-05
t=1, n=29, r=0, m=2, rp=0 ---------> -1.90586e-05
t=0, n=30, r=0, m=2, rp=0 ---------> 0.000221911
t=1, n=30, r=0, m=2, rp=0 ---------> -5.69238e-05
t=0, n=31, r=0, m=2, rp=0 ---------> 8.91684e-05
t=1, n=31, r=0, m=2, rp=0 ---------> -7.6915e-05
t=0, n=32, r=0, m=2, rp=0 ---------> 7.66103e-05
t=1, n=32, r=0, m=2, rp=0 ---------> 0.000132181
t=0, n=33, r=0, m=2, rp=0 ---------> 8.52708e-05
t=1, n=33, r=0, m=2, rp=0 ---------> -0.000105097
t=0, n=34, r=0, m=2, rp=0 ---------> 0.000201188
t=1, n=34, r=0, m=2, rp=0 ---------> -0.000148491
t=0, n=35, r=0, m=2, rp=0 ---------> 6.70581e-05
t=1, n=35, r=0, m=2, rp=0 ---------> 7.70472e-06
t=0, n=36, r=0, m=2, rp=0 ---------> 5.1052e-05
t=1, n=36, r=0, m=2, rp=0 ---------> 9.91746e-05
t=0, n=37, r=0, m=2, rp=0 ---------> 5.45389e-05
t=1, n=37, r=0, m=2, rp=0 ---------> -5.80276e-05
t=0, n=38, r=0, m=2, rp=0 ---------> -1.04364e-05
t=1, n=38, r=0, m=2, rp=0 ---------> 0.000128748
t=0, n=39, r=0, m=2, rp=0 ---------> 5.23923e-05
t=1, n=39, r=0, m=2, rp=0 ---------> 9.77181e-05
t=0, n=40, r=0, m=2, rp=0 ---------> 0.000128099
t=1, n=40, r=0, m=2, rp=0 ---------> 7.59069e-05
t=0, n=41, r=0, m=2, rp=0 ---------> -0.000138613
t=1, n=41, r=0, m=2, rp=0 ---------> 0.000114896
t=0, n=42, r=0, m=2, rp=0 ---------> -2.89057e-05
t=1, n=42, r=0, m=2, rp=0 ---------> -3.83951e-05
t=0, n=43, r=0, m=2, rp=0 ---------> 9.60271e-05
t=1, n=43, r=0, m=2, rp=0 ---------> -4.04881e-05
t=0, n=44, r=0, m=2, rp=0 ---------> -1.16695e-06
t=1, n=44, r=0, m=2, rp=0 ---------> -7.7039e-06
t=0, n=0, r=1, m=2, rp=0 ---------> -0.00172444
t=1, n=0, r=1, m=2, rp=0 ---------> -0.000117367
t=0, n=1, r=1, m=2, rp=0 ---------> -0.00211043
t=1, n=1, r=1, m=2, rp=0 ---------> -0.000360332
t=0, n=2, r=1, m=2, rp=0 ---------> -0.00171994
t=1, n=2, r=1, m=2, rp=0 ---------> 7.37959e-05
t=0, n=3, r=1, m=2, rp=0 ---------> -0.00203934
t=1, n=3, r=1, m=2, rp=0 ---------> 0.000613088
t=0, n=4, r=1, m=2, rp=0 ---------> -0.000412608
t=1, n=4, r=1, m=2, rp=0 ---------> 0.000287932
t=0, n=5, r=1, m=2, rp=0 ---------> -0.00118857
t=1, n=5, r=1, m=2, rp=0 ---------> 0.000476187
t=0, n=6, r=1, m=2, rp=0 ---------> -0.00205209
t=1, n=6, r=1, m=2, rp=0 ---------> -0.000149574
t=0, n=7, r=1, m=2, rp=0 ---------> -0.00105009
t=1, n=7, r=1, m=2, rp=0 ---------> 0.000555083
t=0, n=8, r=1, m=2, rp=0 ---------> -0.00208746
t=1, n=8, r=1, m=2, rp=0 ---------> 0.000323759
t=0, n=9, r=1, m=2, rp=0 ---------> -0.00272878
t=1, n=9, r=1, m=2, rp=0 ---------> -0.000853068
t=0, n=10, r=1, m=2, rp=0 ---------> -0.00121238
t=1, n=10, r=1, m=2, rp=0 ---------> 0.000197713
t=0, n=11, r=1, m=2, rp=0 ---------> -0.00098768
t=1, n=11, r=1, m=2, rp=0 ---------> -0.00066447
t=0, n=12, r=1, m=2, rp=0 ---------> -0.00135661
t=1, n=12, r=1, m=2, rp=0 ---------> -0.000111886
t=0, n=13, r=1, m=2, rp=0 ---------> -0.00191566
t=1, n=13, r=1, m=2, rp=0 ---------> -0.000260832
t=0, n=14, r=1, m=2, rp=0 ---------> -0.00205429
t=1, n=14, r=1, m=2, rp=0 ---------> -0.000299105
t=0, n=15, r=1, m=2, rp=0 ---------> -0.00138043
t=1, n=15, r=1, m=2, rp=0 ---------> -0.000316953
t=0, n=16, r=1, m=2, rp=0 ---------> -0.00150058
t=1, n=16, r=1, m=2, rp=0 ---------> -0.000302475
t=0, n=17, r=1, m=2, rp=0 ---------> -0.00204387
t=1, n=17, r=1, m=2, rp=0 ---------> -0.000832286
t=0, n=18, r=1, m=2, rp=0 ---------> -0.000891888
t=1, n=18, r=1, m=2, rp=0 ---------> -0.00046339
t=0, n=19, r=1, m=2, rp=0 ---------> 0.000662993
t=1, n=19, r=1, m=2, rp=0 ---------> 0.000181807
t=0, n=20, r=1, m=2, rp=0 ---------> -0.000748994
t=1, n=20, r=1, m=2, rp=0 ---------> 0.000696774
t=0, n=21, r=1, m=2, rp=0 ---------> -3.49052e-05
t=1, n=21, r=1, m=2, rp=0 ---------> 0.000655149
